2458345.79989 18.439 0.036
2458345.80082 18.452 0.036
2458345.80176 18.444 0.036
2458345.80269 18.439 0.036
2458345.80363 18.404 0.035
2458345.80456 18.445 0.036
2458345.80550 18.426 0.036
2458345.80643 18.409 0.035
2458345.80736 18.429 0.036
2458345.80830 18.450 0.036
2458345.80923 18.412 0.035
2458345.82941 18.426 0.036
2458346.69242 18.471 0.036
2458346.69336 18.443 0.036
2458346.69428 18.407 0.035
2458346.69522 18.452 0.036
2458346.69709 18.427 0.036
2458346.69802 18.498 0.037
2458346.69896 18.425 0.036
2458346.69989 18.409 0.035
2458346.70082 18.495 0.037
2458346.70176 18.430 0.036
2458346.70270 18.475 0.036
2458346.70363 18.450 0.036
2458346.70456 18.442 0.036
2458346.70550 18.447 0.036
2458346.70643 18.420 0.035
2458346.70737 18.409 0.035
2458346.70830 18.474 0.036
2458346.70923 18.438 0.036
2458346.71017 18.420 0.035
2458346.71111 18.470 0.036
2458346.71204 18.454 0.036
2458346.71922 18.453 0.036
2458346.72016 18.441 0.036
2458346.72110 18.439 0.036
2458346.72202 18.465 0.036
2458346.72296 18.420 0.035
2458346.72390 18.463 0.036
2458346.72484 18.475 0.036
2458346.72577 18.482 0.037
2458346.72670 18.453 0.036
2458346.72857 18.435 0.036
2458346.72951 18.469 0.036
2458346.73045 18.430 0.036
2458346.73143 18.459 0.036
2458346.73245 18.445 0.036
2458346.73359 18.459 0.036
2458346.73462 18.426 0.036
2458346.73582 18.454 0.036
2458346.73712 18.475 0.036
2458346.73839 18.445 0.036
2458346.73979 18.500 0.037
2458346.74122 18.515 0.037
2458346.74271 18.469 0.036
2458346.74422 18.464 0.036
2458346.74574 18.451 0.036
2458346.74723 18.524 0.037
2458346.74868 18.500 0.037
2458346.75004 18.422 0.035
2458346.75135 18.450 0.036
2458346.75265 18.508 0.037
2458346.75391 18.446 0.036
2458346.75508 18.445 0.036
2458346.75612 18.468 0.036
2458346.75719 18.456 0.036
2458346.75817 18.473 0.036
2458346.78341 18.409 0.035
2458346.78435 18.424 0.036
2458346.78528 18.450 0.036
2458346.78621 18.409 0.035
2458346.78715 18.432 0.036
2458346.78809 18.471 0.036
2458346.78903 18.469 0.036
2458346.79369 18.445 0.036
2458346.79463 18.500 0.037
2458346.79556 18.428 0.036
2458346.79650 18.397 0.035
2458346.79744 18.456 0.036
2458346.79837 18.414 0.035
2458346.79930 18.495 0.037
2458346.80024 18.459 0.036
2458346.80118 18.429 0.036
2458346.80210 18.458 0.036
2458346.80304 18.442 0.036
2458346.80398 18.467 0.036
2458346.80490 18.450 0.036
2458346.80584 18.449 0.036
2458346.80678 18.445 0.036
2458346.80772 18.470 0.036
2458346.80864 18.464 0.036
2458348.70957 18.412 0.040
2458349.80131 18.448 0.036
2458351.71649 18.480 0.037
2458352.78111 18.515 0.037
2458353.83653 18.443 0.040
2458354.75922 18.427 0.036
2458354.81011 18.394 0.039
2458356.69823 18.467 0.036
2458356.77709 18.390 0.035
2458356.81574 18.376 0.039
2458357.70984 18.437 0.036
2458357.82225 18.453 0.040
2458358.74210 18.466 0.036
2458358.78304 18.412 0.040
2458360.82764 18.489 0.041
2458361.82906 18.450 0.040
2458363.73798 18.425 0.036
2458364.68818 18.397 0.035
2458368.78124 18.443 0.036
2458370.75814 18.451 0.036
2458382.65404 18.411 0.035
2458384.67191 18.431 0.036
2458385.70983 18.468 0.036
2458386.72887 18.475 0.036
2458386.79433 18.491 0.041
2458387.63096 18.410 0.035
2458388.70765 18.413 0.035
2458389.72861 18.429 0.036
2458425.58299 18.420 0.040
2458428.59939 18.456 0.036
2458429.58025 18.433 0.040
2458431.63314 18.488 0.037
2458432.59233 18.452 0.036
2458433.58188 18.432 0.040
2458433.59096 18.399 0.035
2458436.58753 18.565 0.038
2458443.58783 18.401 0.039
2458527.03266 18.379 0.035
2458575.96225 18.306 0.033
2458582.96988 18.351 0.034
2458585.01252 18.263 0.033
2458585.94452 18.314 0.034
2458586.99713 18.287 0.033
2458588.94931 18.297 0.033
2458591.96666 18.313 0.034
2458593.86329 18.300 0.037
2458593.94319 18.318 0.034
2458597.95427 18.233 0.032
2458605.94785 18.239 0.032
2458606.87368 18.261 0.033
2458607.86474 18.238 0.032
2458608.97569 18.250 0.033
2458616.92616 18.181 0.032
2458617.98714 18.184 0.032
2458627.90133 18.053 0.030
2458628.90894 18.011 0.029
2458632.96711 17.913 0.028
2458633.92711 17.969 0.029
2458634.84146 17.905 0.028
2458635.89328 17.841 0.027
2458636.90891 17.828 0.027
2458637.92562 17.819 0.027
2458638.96664 17.738 0.026
2458639.90971 17.670 0.026
2458640.98014 17.687 0.026
2458642.95651 17.519 0.024
2458643.80680 17.457 0.024
2458644.96700 17.338 0.023
2458645.98037 17.186 0.022
2458646.98126 17.087 0.021
2458647.79800 16.954 0.021
2458649.80033 16.490 0.019
2458650.80876 16.192 0.017
2458650.80921 16.180 0.017
2458650.84225 16.195 0.018
2458651.83764 16.023 0.018
2458652.93812 16.224 0.018
2458653.92507 16.515 0.019
2458654.90184 16.744 0.020
2458655.86553 16.948 0.020
2458655.86598 16.959 0.020
2458655.88239 16.947 0.021
2458658.88904 17.370 0.023
2458661.84187 17.601 0.025
2458662.83009 17.686 0.026
2458663.85486 17.743 0.026
2458665.92903 17.844 0.027
2458666.84984 17.891 0.028
2458667.81586 17.893 0.028
2458668.84518 17.909 0.028
2458669.90939 17.933 0.028
2458670.88734 17.960 0.029
2458674.80878 18.088 0.030
2458675.78588 18.075 0.030
2458676.76861 18.095 0.033
2458676.76906 18.054 0.032
2458676.78270 18.081 0.030
2458677.78957 18.128 0.031
2458678.73845 18.061 0.030
2458679.73574 18.159 0.031
2458680.82835 18.164 0.031
2458682.76843 18.172 0.031
2458682.88635 18.163 0.034
2458682.88680 18.122 0.034
2458683.73496 18.145 0.031
2458683.76365 18.118 0.031
2458684.75376 18.157 0.031
2458685.85564 18.183 0.032
2458685.89883 18.200 0.035
2458685.89928 18.236 0.036
2458686.82460 18.211 0.035
2458686.82505 18.227 0.036
2458688.87587 18.233 0.032
2458690.84689 18.265 0.033
2458691.86468 18.293 0.033
2458692.82358 18.252 0.033
2458693.85129 18.281 0.033
2458693.87536 18.281 0.037
2458693.87581 18.245 0.036
2458694.84663 18.259 0.033
2458696.79633 18.254 0.033
2458697.81730 18.274 0.033
2458697.84747 18.290 0.033
2458697.85574 18.301 0.033
2458699.79873 18.321 0.034
2458699.84235 18.291 0.033
2458699.85063 18.298 0.033
2458700.79528 18.304 0.033
2458700.84375 18.316 0.034
2458700.85200 18.320 0.034
2458701.79890 18.312 0.034
2458701.84338 18.261 0.033
2458701.85161 18.293 0.033
2458702.79822 18.338 0.034
2458702.84363 18.331 0.034
2458702.85185 18.313 0.034
2458703.79993 18.310 0.034
2458703.84379 18.313 0.034
2458703.85199 18.318 0.034
2458704.79463 18.355 0.034
2458704.84383 18.317 0.034
2458704.85203 18.362 0.034
2458705.71203 18.314 0.034
2458705.86572 18.341 0.034
2458705.87384 18.335 0.034
2458706.71470 18.311 0.034
2458706.86293 18.349 0.034
2458706.87107 18.339 0.034
2458707.71159 18.308 0.034
2458707.86694 18.316 0.034
2458707.87505 18.358 0.034
2458708.71306 18.359 0.034
2458708.86377 18.347 0.034
2458708.87188 18.300 0.033
2458709.71270 18.324 0.034
2458709.87275 18.335 0.034
2458710.67491 18.322 0.034
2458711.67468 18.263 0.033
2458714.67480 18.360 0.034
2458715.75827 18.379 0.035
2458715.83890 18.342 0.034
2458716.77944 18.322 0.034
2458716.84025 18.360 0.034
2458717.75836 18.313 0.034
2458717.83865 18.357 0.034
2458719.75854 18.390 0.035
2458720.77927 18.358 0.034
2458721.75846 18.403 0.035
2458723.78316 18.320 0.034
2458725.75710 18.351 0.034
2458726.75812 18.344 0.034
2458728.74527 18.401 0.035
2458730.64732 18.357 0.038
2458730.64776 18.328 0.038
2458730.75838 18.447 0.036
2458732.75725 18.366 0.035
2458733.75683 18.339 0.034
2458734.75810 18.360 0.034
2458735.75676 18.380 0.035
2458736.76693 18.413 0.035
2458737.78197 18.339 0.034
2458745.62029 18.367 0.035
2458749.76786 18.421 0.035
2458754.63769 18.455 0.036
2458758.78196 18.452 0.036
2458761.63220 18.469 0.036
2458762.63875 18.399 0.039
2458762.63921 18.384 0.039
2458771.60163 18.408 0.035
2458775.60517 18.476 0.037
2458781.59631 18.488 0.037
2458785.59452 18.387 0.035
2458786.57932 18.452 0.040
2458787.57866 18.454 0.041
2458787.57911 18.681 0.046
2458788.60339 18.421 0.035
2458791.60001 18.485 0.037
2458793.57914 18.393 0.035
2458794.59659 18.365 0.034
2458797.57829 18.370 0.035
2458797.57875 18.386 0.039
2458797.57920 18.392 0.039
2458797.59074 18.378 0.035
2458801.57993 18.438 0.036
2458812.59390 18.435 0.036
2458913.98739 18.501 0.037
2458945.01638 18.529 0.038
2458976.86267 18.464 0.036
2458977.94256 18.455 0.036
2458977.94893 18.482 0.037
2458977.96175 18.414 0.035
2458978.96621 18.366 0.035
2458979.97067 18.434 0.036
2458980.99302 18.478 0.037
2459011.84609 18.412 0.035
2459079.72217 18.415 0.035
2459080.81175 18.440 0.036
2459080.85502 18.488 0.037
2459081.69840 18.465 0.036
2459084.78351 18.422 0.036
2459087.79924 18.498 0.037
2459087.80017 18.446 0.036
2459088.67492 18.470 0.036
2459089.72775 18.333 0.034
2459090.67614 18.455 0.036
2459094.81805 18.412 0.035
2459095.87160 18.319 0.034
2459099.80266 18.477 0.037
2459106.71744 18.464 0.036
2459107.76703 18.407 0.035
2459107.76796 18.476 0.037
2459109.65141 18.425 0.036
2459110.74827 18.427 0.036
2459110.74920 18.477 0.037
2459111.74588 18.475 0.036
2459114.79306 18.485 0.037
2459122.69691 18.395 0.035
2459122.70572 18.509 0.037
2459123.77216 18.408 0.035
2459124.80051 18.466 0.036
2459127.62531 18.414 0.035
2459129.70507 18.413 0.035
2459139.74579 18.446 0.036
2459141.66022 18.498 0.037
2459174.59665 18.426 0.036
2459195.59897 18.548 0.038
